"Author","Title","Category"
"Fischer","Handbuch zu DIN 4109 - Schallschutz im Hochbau","Physical Sciences & Engineering"
"Wichter","Verankerungen und Vernagelungen im Grundbau 2e","Physical Sciences & Engineering"
"Helszajn","Microwave Polarizers, Power Dividers, Phase Shifte","Physical Sciences & Engineering"
"Jaroszewski","Advanced Materials for Electromagnetic Shielding: ","Physical Sciences & Engineering"
"Baz","Active and Passive Vibration Damping","Physical Sciences & Engineering"
"Xu","Anechoic and Reverberation Chambers: Theory, Desig","Physical Sciences & Engineering"
"Sharon","History of Nanotechnology: From Pre-Historic to th","Physical Sciences & Engineering"
"Mugele","Electrowetting - Fundamental Principles and Practi","Physical Sciences & Engineering"
"Bensamoun","Mechanical Properties of Soft Tissues with MR Elas","Physical Sciences & Engineering"
"Bels","Functional Morphology of the Vertebral Axis","Physical Sciences & Engineering"
"Bhullar","Auxetic Materials for Biomedical Applications","Physical Sciences & Engineering"
"Albini","Coded Content Distribution in DTN","Physical Sciences & Engineering"
"Ferro-Famil","Electromagnetic Imaging using Synthetic Aperture R","Physical Sciences & Engineering"
"Maitre","Processing of Synthetic Aperture Radar (SAR) Image","Physical Sciences & Engineering"
"Nogueira","Resilience in Communication Networks","Physical Sciences & Engineering"
"Fran?ois","Local Approach to Fracture: An Introduction","Physical Sciences & Engineering"
"Merlin-Brogniar","The Functional Service Economy: A Networked Innova","Physical Sciences & Engineering"
"Islam","Applied Remote Sensing in Petroleum and Pharmaceut","Physical Sciences & Engineering"
"Islam","Economically and Environmentally Sustainable Enhan","Physical Sciences & Engineering"
"Singh","Advances in Liquid Biofuel Production","Physical Sciences & Engineering"
"Deschamps","In Situ and Operando Investigation of Batteries an","Physical Sciences & Engineering"
"Franco","Multi-scale Modeling of Batteries and Supercapacit","Physical Sciences & Engineering"
"Geoffron","Business Models for Smartgrids","Physical Sciences & Engineering"
"Hadjsa?d","Power Systems and Restructuring, 2nd edition","Physical Sciences & Engineering"
"Laberty-Robert","Multifunctional Electrodes Combining Conversion an","Physical Sciences & Engineering"
"Robyns","Electrical Energy Storage in Buildings","Physical Sciences & Engineering"
"Ababou","Capillary Flows in Heterogeneous and Random Porous","Physical Sciences & Engineering"
"Buffi?re","3D Imaging in Mechanics of Materials","Physical Sciences & Engineering"
"Laurin","Modeling of Static and Fatigue Damage of Textile O","Physical Sciences & Engineering"
"Lanzetta","Thermal Metrology","Physical Sciences & Engineering"
"Luongo","Nonlinear Beam and Cable Mechanics in Engineering ","Physical Sciences & Engineering"
"Frick","Practical Testing and Evaluation of Plastics","Physical Sciences & Engineering"
"Li","Photoactive Functional Soft Materials - Preparatio","Physical Sciences & Engineering"
"Yilmaz","Smart Textiles: Wearable Nanotechnology","Physical Sciences & Engineering"
"Vrochidis","Big Data Analytics for Large-Scale Multimedia Sear","Physical Sciences & Engineering"
"Atesmen","Case Studies in Fluid Mechanics with Sensitivities","Physical Sciences & Engineering"
"Mahan","The Monte Carlo Ray-Trace Method in Radiation Heat","Physical Sciences & Engineering"
"Hui","Carbon Nanomaterials for Bioimaging, Bioanalysis a","Physical Sciences & Engineering"
"Ardibili","Energy Storage, Second Edition","Physical Sciences & Engineering"
"Perez","Handbook of Aerospace Electromagnetic Compatibilit","Physical Sciences & Engineering"
"Padiyar","Dynamics and Control of Electric Transmission and ","Physical Sciences & Engineering"
"Singh","Non-Destructive Evaluation of Corrosion and Corros","Physical Sciences & Engineering"
"Freiman","The Fracture of Brittle Materials: Testing and Ana","Physical Sciences & Engineering"
"Todinov","Methods for Reliability Improvement and Risk Reduc","Physical Sciences & Engineering"
"Liu","Dynamics and Control of Robotic Manipulators with ","Physical Sciences & Engineering"
"Lewicki","Lifetimes and Compatibility of Synthetic Polymers","Physical Sciences & Engineering"
"Chen","Energy Harvesting Communications: Principles and T","Physical Sciences & Engineering"
"Ng","Wireless Information and Power Transfer: Theory an","Physical Sciences & Engineering"
"Reis","Bridge Design - Concepts and Analysis","Physical Sciences & Engineering"
"Wu","Geosynthetic Reinforced Soil (GRS) Walls","Physical Sciences & Engineering"
"Chin","Formation Testing","Physical Sciences & Engineering"
"Jin","Reliability Engineering and Services","Physical Sciences & Engineering"
"Pandey","Fundamentals of Electroceramics: Materials, Device","Physical Sciences & Engineering"
"Ersdal","Ageing and Life Extension of Offshore Structures: ","Physical Sciences & Engineering"
"Singh","Electric Power Grid Reliability Evaluation: Models","Physical Sciences & Engineering"
"Fisher","The Industrial Application of Statistical Quality ","Physical Sciences & Engineering"
"Zekavat","Handbook of Position Location: Theory, Practice, a","Physical Sciences & Engineering"
"Ross","Reliability Analysis for Asset Management of Elect","Physical Sciences & Engineering"
"Salem","Proceeding of the 42nd International Conference on","Physical Sciences & Engineering"
"Wang","Proceeding of the 42nd International Conference on","Physical Sciences & Engineering"
"Carroll","Advances in Natural Gas Engineering Volume 7","Physical Sciences & Engineering"
"Van den Braembu","Design and Analysis of Centrifugal Compressors","Physical Sciences & Engineering"
"Rebaiaia","An Introduction to Network Reliability and Applica","Physical Sciences & Engineering"
"Seim","Ingenieurholzbau - Basiswissen: Eurocode 5anwenden","Physical Sciences & Engineering"
"Simiu","Wind Effects on Structures: Structural Design for ","Physical Sciences & Engineering"
"Buyya","Fog and Edge Computing: Principles and Paradigms","Physical Sciences & Engineering"
"Rathakrishnan","Applied Gas Dynamics, 2e","Physical Sciences & Engineering"
"Bhattacharya","Design of Foundations for Offshore Wind Turbines","Physical Sciences & Engineering"
"de Queiroz","Formation Control of Multi-Agent Systems: A Graph ","Physical Sciences & Engineering"
"Queiros-Cond?","Turbulence with Fractals and Entropy","Physical Sciences & Engineering"
"Toklu","Metaheuristics for Structural Design and Analysis?","Physical Sciences & Engineering"
"Benallou","Rational Energy Use Engineering","Physical Sciences & Engineering"
"Islam","The Science of Climate Change","Physical Sciences & Engineering"
"Benallou","Mass Transfers and Physical Data Estimation","Physical Sciences & Engineering"
"Benallou","Design and Calculation of Heat Exchangers","Physical Sciences & Engineering"
"Benallou","Solar Thermal Engineering","Physical Sciences & Engineering"
"Benallou","Solar Photovoltaic Energy Engineering","Physical Sciences & Engineering"
"Luongo","Nonlinear Beam and Cable Mechanics in Engineering ","Physical Sciences & Engineering"
"Keser","Embedded and Fan-Out Wafer Level Packaging Technol","Physical Sciences & Engineering"
"Wild","Lithium Sulfur Batteries","Physical Sciences & Engineering"
"Marx","Stahlbeton im Bestand - Untersuchung, Bewertung, V","Physical Sciences & Engineering"
"Franzon","Handbook of 3D Integration - Vol. 4: Design, Test,","Physical Sciences & Engineering"
"Holzer","Historische Ger?ste","Physical Sciences & Engineering"
"Kindmann","Finite-Elemente-Methoden - im Stahlbau 2e","Physical Sciences & Engineering"
"Asahi","Molecular Beam Epitaxy: Materials and Device Appli","Physical Sciences & Engineering"
"Luo","Low-cost Smart Antennas","Physical Sciences & Engineering"
"Mazumder","Learning in Energy-Efficient Neuromorphic Computin","Physical Sciences & Engineering"
"Bai","Flexible Pipelines, Risers and Umbilicals","Physical Sciences & Engineering"
"Farhangi","Microgrid Planning and Design: A Concise Guide","Physical Sciences & Engineering"
"Messler","A Practical Guide to Welding Solutions - Overcomin","Physical Sciences & Engineering"
"Tiwari","Handbook of Graphene Materials, Set","Physical Sciences & Engineering"
"Rao","Vibration of Continuous Systems, Second Edition","Physical Sciences & Engineering"
"Flinn","Engineering Product Development - A Framework for ","Physical Sciences & Engineering"
"Pasternak","Stahltragwerke im Industriebau nach Eurocode 2e - ","Physical Sciences & Engineering"
"O'Neil","Human Dynamics in Construction Risk Management","Physical Sciences & Engineering"
"Mosey","Collaborative Construction: Contracts, Alliances a","Physical Sciences & Engineering"
"Hecht","Understanding Lasers: An Entry Level Guide, Fourth","Physical Sciences & Engineering"
"Davis","Social-Behavioral Modeling for Complex Systems","Physical Sciences & Engineering"
"Kazimierczuk","Average Current-Mode Control of DC-DC Power Conver","Physical Sciences & Engineering"
"Xing","Dynamic System Reliability: Modelling and Analysis","Physical Sciences & Engineering"
"Gerlach","Carbon Dioxide Sensing - Principles and Applicatio","Physical Sciences & Engineering"
"Islam","VFD Challenges for Shipboard Electrical Power Syst","Physical Sciences & Engineering"
"Liu","Integrated Multiferroic Heterostructures and Appli","Physical Sciences & Engineering"
"Imran","Enabling 5G Communication Systems to Support Verti","Physical Sciences & Engineering"
"Parthasarathy","Waste Plastics: An Altrenative Source of Energy","Physical Sciences & Engineering"
"Malyshev","Charged Particle Accelerators - Design and Modelli","Physical Sciences & Engineering"
"Richardson","Coding Video: A Practical Guide to HEVC and Beyond","Physical Sciences & Engineering"
"Duong","Ultra-Dense Networks for 5G and Beyond - Modelling","Physical Sciences & Engineering"
"Rahne","Thermografie - Theorie, Messtechnik, Praxis","Physical Sciences & Engineering"
"Quaschning","Renewable Energy and Climate Change, 2nd Edition","Physical Sciences & Engineering"
"HU","Handbook of Fibrous Materials","Physical Sciences & Engineering"
"Zagrai","Structural Health Monitoring for Space Systems","Physical Sciences & Engineering"
"Palazzolo","Nonlinear, Parametric and Rotordynamic Vibrations","Physical Sciences & Engineering"
"Winter","Holzbau-Taschenbuch -","Physical Sciences & Engineering"
"Challender","Building Collaborative Trust in Construction Procu","Physical Sciences & Engineering"
"Kasikci","Design and Application of Low Voltage Power System","Physical Sciences & Engineering"
"Goodman","Prognostics and Health Management: A Practical App","Physical Sciences & Engineering"
"Sanei","Body Sensor Networks & Algorithm Design","Physical Sciences & Engineering"
"Ma","Inorganic Flexible Optoelectronics - Materials and","Physical Sciences & Engineering"
"Haidar","Bioceramics: Principles and Applications","Physical Sciences & Engineering"
"Kurra","Environmental Noise and Management","Physical Sciences & Engineering"
"Speight","Encyclopedia of Renewable Energy","Physical Sciences & Engineering"
"Sahay","Junctionless Field-Effect Transistors: Design, Mod","Physical Sciences & Engineering"
"Owens","The Wind Power Story","Physical Sciences & Engineering"
"Ulema","Fundamentals of Public Safety Networks and Critica","Physical Sciences & Engineering"
"Morelli","Practical Guide to Accelerated Stress Testing: Int","Physical Sciences & Engineering"
"Korowajczuk","LTE-A, WiMAX 2.2 and WLAN (4G/5G): Network Design,","Physical Sciences & Engineering"
"Vandiver","Ceramic Masterpieces: Art, Structure and Technolog","Physical Sciences & Engineering"
"Morton","Position, Navigation, and Timing Technologies in t","Physical Sciences & Engineering"
"Morton","Position, Navigation, and Timing Technologies in t","Physical Sciences & Engineering"
"Bittanti","Model Identification and Data Analysis","Physical Sciences & Engineering"
"J?ger","Mauerwerk-Kalender 2019","Physical Sciences & Engineering"
"Park","Whole Life Cost Management in Construction and Eng","Physical Sciences & Engineering"
"Rombach","Anwendung der Finite-Elemente-Methode im Betonbau ","Physical Sciences & Engineering"
"Candy","Model-Based Processing: An Applied Subspace Identi","Physical Sciences & Engineering"
"Richet","Encyclopedia of Glass Science, Technology, History","Physical Sciences & Engineering"
"Vrettos","Soil Dynamics with Applications in Vibration and E","Physical Sciences & Engineering"
"Fischer","Betonkonstruktionen im Tunnelbau","Physical Sciences & Engineering"
"Yoshida","Optic and Acoustic Methods for Experimental Dynami","Physical Sciences & Engineering"
"Hartmann","BIM in der Praxis - Planen, Bauen und Betreibennac","Physical Sciences & Engineering"
"Eligehausen","Anchorage in Concrete Construction 2e","Physical Sciences & Engineering"
"Hase","Power System Dynamics Theory with Computer Based M","Physical Sciences & Engineering"
"Srivastava","Resiliency of Power Distribution Systems","Physical Sciences & Engineering"
"El-Hawary","Electrical Power Systems: Design and Analysis, Sec","Physical Sciences & Engineering"
"K?hl","Durability Testing of Photovoltaic Modules","Physical Sciences & Engineering"
"He","Metal Oxide Varistors Macro-Characteristics","Physical Sciences & Engineering"
"Coker","Petroleum Refining Designs and Applications, Volum","Physical Sciences & Engineering"
"Cohen-Tannoudji","Cohen-Tannoudji Quantum Mechanics Set","Physical Sciences & Engineering"
"Penttinen","5G Explained: Security and Deployment of Advanced ","Physical Sciences & Engineering"
"Treccani","Surface-functionalized Ceramics - for Biotechnolog","Physical Sciences & Engineering"
"de la Zerda","Biochips and Medical Imaging","Physical Sciences & Engineering"
"Drobot","Internet of Things: The Evolution of the Connected","Physical Sciences & Engineering"
"Chalmers","HDR Video Compression: Theory and Practice","Physical Sciences & Engineering"
"Levin","Improving Product Reliability and Software Quality","Physical Sciences & Engineering"
"Pavlidis","Fundamentals of Terahertz Devices and Applications","Physical Sciences & Engineering"
"Abu-Rgheff","5G Physical Layer Technologies","Physical Sciences & Engineering"
"Free","RF and Microwave Circuit Design: Theory and Applic","Physical Sciences & Engineering"
"Ahmed","Electromagnetic Pulse Simulations Using Finite-Dif","Physical Sciences & Engineering"
"Ferreira","Solitons in Optical Fiber Systems","Physical Sciences & Engineering"
"Tr?heux","From Electricity to Internet: A 100-Year Technical","Physical Sciences & Engineering"
"Bischoff","Baustatik","Physical Sciences & Engineering"
"Orlowsky","Baugrunderkundung mit geophysikalischen Methoden -","Physical Sciences & Engineering"
"Padfield","Integrating Quality, Productivity and Risk Managem","Physical Sciences & Engineering"
